Year,Field Number,Cell,Observation Type,Observation Location,Observation Depth (m),Rake Fullness (veg),Rake Fullness (fil algae),Photo Voucher?,Sample Kept,tbl6 Aquat Veg Observations.Notes,Species,Common_Name,Leaf Description (if ID unkn),Dominant Species,Present at Site,Present in Observation,Kept,Weight_g,Volume_mL,Processed By,Processed Date,tbl6-1 Aquat Veg Species.Notes
2023,2023-LCS-NWA-080823-005A,East cell,Rake,Adjacent,1.23,1,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,,,,,
2023,2023-LCS-NWA-080823-005A,East cell,Rake,Adjacent,1.23,1,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-080823-005A,East cell,Rake,Adjacent,1.23,1,0,Yes,Yes,,Myriophyllum sp.,Milfoil sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-080823-005A,East cell,Rake,Adjacent,1.23,1,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,0,0,,,,,
2023,2023-LCS-NWA-080823-005A,East cell,Rake,Adjacent,1.23,1,0,Yes,Yes,,Stuckenia pectinatus,Sago pondweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-080823-005A,East cell,Rake,Adjacent,1.23,1,0,Yes,Yes,,Typha sp.,Cattail sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-080823-005A,East cell,Rake,Adjacent,1.23,1,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,1,1,0.1,0,J. Parker,12/22/2023,
2023,2023-LCS-NWA-090823-001A,East cell,Rake,Adjacent,1.23,1,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,1,1,1,1,132.1,130,J. Parker,12/21/2023,
2023,2023-LCS-NWA-090823-001A,East cell,Rake,Adjacent,1.23,1,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-001A,East cell,Rake,Adjacent,1.23,1,0,Yes,Yes,,Nymphaea odorata,White water lily,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-001A,East cell,Rake,Adjacent,1.23,1,0,Yes,Yes,,Pontederia cordata,Pickerelweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-001A,East cell,Rake,Adjacent,1.23,1,0,Yes,Yes,,Potamogeton pusillus,Slender pondweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-001A,East cell,Rake,Adjacent,1.23,1,0,Yes,Yes,,Stuckenia pectinatus,Sago pondweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-001A,East cell,Rake,Adjacent,1.23,1,0,Yes,Yes,,Typha sp.,Cattail sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-002A,East cell,Rake,Adjacent,0.698,3,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,23.9,25,J. Parker,12/21/2023,
2023,2023-LCS-NWA-090823-002A,East cell,Rake,Adjacent,0.698,3,0,Yes,Yes,,Elodea canadensis,Canada waterweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-002A,East cell,Rake,Adjacent,0.698,3,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-002A,East cell,Rake,Adjacent,0.698,3,0,Yes,Yes,,Lemna trisulca,Star duckweed,,0,1,1,1,0.2,0,J. Parker,12/21/2023,
2023,2023-LCS-NWA-090823-002A,East cell,Rake,Adjacent,0.698,3,0,Yes,Yes,,myriophyllum spicatum,Eurasian water milfoil,,0,1,1,1,113.3,120,J. Parker,12/21/2023,
2023,2023-LCS-NWA-090823-002A,East cell,Rake,Adjacent,0.698,3,0,Yes,Yes,,Najas sp.,Naiad sp.,,0,1,1,1,27.2,28,J. Parker,12/21/2023,
2023,2023-LCS-NWA-090823-002A,East cell,Rake,Adjacent,0.698,3,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,0,0,,,,,
2023,2023-LCS-NWA-090823-002A,East cell,Rake,Adjacent,0.698,3,0,Yes,Yes,,Potamogeton pusillus,Slender pondweed,,0,1,1,1,1.1,0,J. Parker,12/21/2023,
2023,2023-LCS-NWA-090823-002A,East cell,Rake,Adjacent,0.698,3,0,Yes,Yes,,Stuckenia pectinatus,Sago pondweed,,0,1,1,1,172.7,180,J. Parker,12/21/2023,
2023,2023-LCS-NWA-090823-002A,East cell,Rake,Adjacent,0.698,3,0,Yes,Yes,,Typha sp.,Cattail sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-002A,East cell,Rake,Adjacent,0.698,3,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,1,1,13.5,14,J. Parker,12/21/2023,
2023,2023-LCS-NWA-090823-003A,East cell,Rake,Adjacent,0.455,1,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,1,1,0,0,,,,,
2023,2023-LCS-NWA-090823-003A,East cell,Rake,Adjacent,0.455,1,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,1,1,0,0,J. Parker,12/19/2023,
2023,2023-LCS-NWA-090823-003A,East cell,Rake,Adjacent,0.455,1,0,Yes,Yes,,Lemna trisulca,Star duckweed,,0,1,1,1,0.2,0,J. Parker,12/19/2023,
2023,2023-LCS-NWA-090823-003A,East cell,Rake,Adjacent,0.455,1,0,Yes,Yes,,Myriophyllum sp.,Milfoil sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-003A,East cell,Rake,Adjacent,0.455,1,0,Yes,Yes,,Nymphaea odorata,White water lily,,0,1,1,1,143,160,J. Parker,12/19/2023,
2023,2023-LCS-NWA-090823-003A,East cell,Rake,Adjacent,0.455,1,0,Yes,Yes,,Phragmites australis,Common reed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-003A,East cell,Rake,Adjacent,0.455,1,0,Yes,Yes,,Potamogeton pusillus,Slender pondweed,,0,1,1,1,8.5,8,J. Parker,12/19/2023,
2023,2023-LCS-NWA-090823-003A,East cell,Rake,Adjacent,0.455,1,0,Yes,Yes,,Stuckenia pectinatus,Sago pondweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-003A,East cell,Rake,Adjacent,0.455,1,0,Yes,Yes,,Typha sp.,Cattail sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-003A,East cell,Rake,Adjacent,0.455,1,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,1,1,12,12,J. Parker,12/19/2023,
2023,2023-LCS-NWA-090823-004A,East cell,Rake,Adjacent,1.03,3,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,188.5,190,J. Parker,12/14/2023,
2023,2023-LCS-NWA-090823-004A,East cell,Rake,Adjacent,1.03,3,0,Yes,Yes,,Elodea canadensis,Canada waterweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-004A,East cell,Rake,Adjacent,1.03,3,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-004A,East cell,Rake,Adjacent,1.03,3,0,Yes,Yes,,Myriophyllum sp.,Milfoil sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-004A,East cell,Rake,Adjacent,1.03,3,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,1,1,1201.7,1250,J. Parker,12/14/2023,
2023,2023-LCS-NWA-090823-004A,East cell,Rake,Adjacent,1.03,3,0,Yes,Yes,,Potamogeton pusillus,Slender pondweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-004A,East cell,Rake,Adjacent,1.03,3,0,Yes,Yes,,Typha sp.,Cattail sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-004A,East cell,Rake,Adjacent,1.03,3,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-005A,East cell,Rake,Adjacent,0.71,1,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,0.1,0,J. Parker,12/18/2023,
2023,2023-LCS-NWA-090823-005A,East cell,Rake,Adjacent,0.71,1,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,7.1,12,J. Parker,12/18/2023,
2023,2023-LCS-NWA-090823-005A,East cell,Rake,Adjacent,0.71,1,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,1,1,117.8,140,J. Parker,12/18/2023,
2023,2023-LCS-NWA-090823-005A,East cell,Rake,Adjacent,0.71,1,0,Yes,Yes,,Typha sp.,Cattail sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-005A,East cell,Rake,Adjacent,0.71,1,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-006A,East cell,Rake,Adjacent,1,2,0,Yes,Yes,,Algae,Algae,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-006A,East cell,Rake,Adjacent,1,2,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,1,1,1,1,139.7,140,J. Parker,1/2/2024,
2023,2023-LCS-NWA-090823-006A,East cell,Rake,Adjacent,1,2,0,Yes,Yes,,Elodea canadensis,Canada waterweed,,0,1,1,1,61,65,J. Parker,1/2/2024,
2023,2023-LCS-NWA-090823-006A,East cell,Rake,Adjacent,1,2,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-006A,East cell,Rake,Adjacent,1,2,0,Yes,Yes,,Myriophyllum sp.,Milfoil sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-006A,East cell,Rake,Adjacent,1,2,0,Yes,Yes,,Nymphaea odorata,White water lily,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-006A,East cell,Rake,Adjacent,1,2,0,Yes,Yes,,Phragmites australis,Common reed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-090823-006A,East cell,Rake,Adjacent,1,2,0,Yes,Yes,,Potamogeton pusillus,Slender pondweed,,0,1,1,1,10.4,12,J. Parker,1/2/2024,
2023,2023-LCS-NWA-090823-006A,East cell,Rake,Adjacent,1,2,0,Yes,Yes,,Typha sp.,Cattail sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-001A,East cell,Rake,Adjacent,1.6,3,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,1,1,1,1,800,833,J. Parker,12/22/2023,
2023,2023-LCS-NWA-100823-001A,East cell,Rake,Adjacent,1.6,3,0,Yes,Yes,,Elodea canadensis,Canada waterweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-001A,East cell,Rake,Adjacent,1.6,3,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,26.7,28,J. Parker,12/22/2023,
2023,2023-LCS-NWA-100823-001A,East cell,Rake,Adjacent,1.6,3,0,Yes,Yes,,Lemna trisulca,Star duckweed,,0,1,1,1,0.1,0,J. Parker,12/22/2023,
2023,2023-LCS-NWA-100823-001A,East cell,Rake,Adjacent,1.6,3,0,Yes,Yes,,Nymphaea odorata,White water lily,,0,1,1,1,60.8,65,J. Parker,12/22/2023,
2023,2023-LCS-NWA-100823-001A,East cell,Rake,Adjacent,1.6,3,0,Yes,Yes,,Potamogeton pusillus,Slender pondweed,,0,1,1,1,11.3,12,J. Parker,12/22/2023,
2023,2023-LCS-NWA-100823-001A,East cell,Rake,Adjacent,1.6,3,0,Yes,Yes,,Typha sp.,Cattail sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-001A,East cell,Rake,Adjacent,1.6,3,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-002A,East cell,Rake,Adjacent,1.31,1,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,1,1,1,1,40.2,45,J. Parker,12/22/2023,
2023,2023-LCS-NWA-100823-002A,East cell,Rake,Adjacent,1.31,1,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-002A,East cell,Rake,Adjacent,1.31,1,0,Yes,Yes,,Nymphaea odorata,White water lily,,0,1,1,1,227.2,255,J. Parker,12/22/2023,
2023,2023-LCS-NWA-100823-002A,East cell,Rake,Adjacent,1.31,1,0,Yes,Yes,,Stuckenia pectinatus,Sago pondweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-002A,East cell,Rake,Adjacent,1.31,1,0,Yes,Yes,,Typha sp.,Cattail sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-003A,East cell,Rake,Adjacent,0.775,1,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,1,1,1,1,29.2,32,J. Parker,12/18/2023,
2023,2023-LCS-NWA-100823-003A,East cell,Rake,Adjacent,0.775,1,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-003A,East cell,Rake,Adjacent,0.775,1,0,Yes,Yes,,Nymphaea odorata,White water lily,,0,1,1,1,93.1,110,J. Parker,12/18/2023,
2023,2023-LCS-NWA-100823-003A,East cell,Rake,Adjacent,0.775,1,0,Yes,Yes,,Typha sp.,Cattail sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-003A,East cell,Rake,Adjacent,0.775,1,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-004A,East cell,Rake,Adjacent,0.758,2,1,Yes,Yes,,Algae,Algae,,0,1,1,1,2.8,2,J. Parker,12/19/2023,
2023,2023-LCS-NWA-100823-004A,East cell,Rake,Adjacent,0.758,2,1,Yes,Yes,,Ceratophyllum demersum,Coontail,,1,1,1,1,0.5,0,J. Parker,12/19/2023,
2023,2023-LCS-NWA-100823-004A,East cell,Rake,Adjacent,0.758,2,1,Yes,Yes,,Elodea canadensis,Canada waterweed,,0,1,1,1,0.4,0,J. Parker,12/19/2023,
2023,2023-LCS-NWA-100823-004A,East cell,Rake,Adjacent,0.758,2,1,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-004A,East cell,Rake,Adjacent,0.758,2,1,Yes,Yes,,myriophyllum spicatum,Eurasian water milfoil,,0,1,1,1,63.2,70,J. Parker,12/19/2023,
2023,2023-LCS-NWA-100823-004A,East cell,Rake,Adjacent,0.758,2,1,Yes,Yes,,Nymphaea odorata,White water lily,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-004A,East cell,Rake,Adjacent,0.758,2,1,Yes,Yes,,Potamogeton pusillus,Slender pondweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-004A,East cell,Rake,Adjacent,0.758,2,1,Yes,Yes,,Typha sp.,Cattail sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-004A,East cell,Rake,Adjacent,0.758,2,1,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,1,1,24.5,30,J. Parker,12/19/2023,
2023,2023-LCS-NWA-100823-005A,East cell,Rake,Adjacent,0.834,1,0,Yes,Yes,,Algae,Algae,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-005A,East cell,Rake,Adjacent,0.834,1,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-005A,East cell,Rake,Adjacent,0.834,1,0,Yes,Yes,,Elodea canadensis,Canada waterweed,,0,1,1,1,1.1,2,J. Parker,12/19/2023,
2023,2023-LCS-NWA-100823-005A,East cell,Rake,Adjacent,0.834,1,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,0.3,0,J. Parker,12/19/2023,
2023,2023-LCS-NWA-100823-005A,East cell,Rake,Adjacent,0.834,1,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,1,1,0,0,J. Parker,12/19/2023,
2023,2023-LCS-NWA-100823-005A,East cell,Rake,Adjacent,0.834,1,0,Yes,Yes,,Lemna trisulca,Star duckweed,,0,1,1,1,0,0,J. Parker,12/19/2023,
2023,2023-LCS-NWA-100823-005A,East cell,Rake,Adjacent,0.834,1,0,Yes,Yes,,Myriophyllum spicatum,Eurasian water milfoil,,0,1,1,1,97.3,110,J. Parker,12/19/2023,
2023,2023-LCS-NWA-100823-005A,East cell,Rake,Adjacent,0.834,1,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,0,0,,,,,
2023,2023-LCS-NWA-100823-005A,East cell,Rake,Adjacent,0.834,1,0,Yes,Yes,,Typha sp.,Cattail sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-005A,East cell,Rake,Adjacent,0.834,1,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-006A,East cell,Rake,Adjacent,0.605,3,1,Yes,Yes,,Algae,Algae,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-006A,East cell,Rake,Adjacent,0.605,3,1,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,10.9,12,J. Parker,1/2/2024,
2023,2023-LCS-NWA-100823-006A,East cell,Rake,Adjacent,0.605,3,1,Yes,Yes,,Chara sp.,Stonewort (Starry),,0,1,1,1,287.1,290,J. Parker,1/2/2024,
2023,2023-LCS-NWA-100823-006A,East cell,Rake,Adjacent,0.605,3,1,Yes,Yes,,Elodea canadensis,Canada waterweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-006A,East cell,Rake,Adjacent,0.605,3,1,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-006A,East cell,Rake,Adjacent,0.605,3,1,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-006A,East cell,Rake,Adjacent,0.605,3,1,Yes,Yes,,Myriophyllum sp.,Milfoil sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-006A,East cell,Rake,Adjacent,0.605,3,1,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,1,1,24.3,26,J. Parker,1/2/2024,
2023,2023-LCS-NWA-100823-006A,East cell,Rake,Adjacent,0.605,3,1,Yes,Yes,,Typha sp.,Cattail sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-100823-006A,East cell,Rake,Adjacent,0.605,3,1,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-140823-001A,East cell,Rake,Adjacent,1.284,3,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,1,1,1,1,522.8,520,J. Parker,12/15/2023,
2023,2023-LCS-NWA-140823-001A,East cell,Rake,Adjacent,1.284,3,0,Yes,Yes,,Elodea canadensis,Canada waterweed,,0,1,1,1,816.8,800,J. Parker,12/15/2023,
2023,2023-LCS-NWA-140823-001A,East cell,Rake,Adjacent,1.284,3,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,14.3,18,J. Parker,12/15/2023,
2023,2023-LCS-NWA-140823-001A,East cell,Rake,Adjacent,1.284,3,0,Yes,Yes,,Nymphaea odorata,White water lily,,0,1,1,1,461.8,480,J. Parker,12/15/2023,
2023,2023-LCS-NWA-140823-001A,East cell,Rake,Adjacent,1.284,3,0,Yes,Yes,,Potamogeton pusillus,Slender pondweed,,0,1,1,1,30.5,30,J. Parker,12/15/2023,
2023,2023-LCS-NWA-140823-001A,East cell,Rake,Adjacent,1.284,3,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-140823-002A,East cell,Rake,Adjacent,0.49,2,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,0.4,0,J. Parker,,
2023,2023-LCS-NWA-140823-002A,East cell,Rake,Adjacent,0.49,2,0,Yes,Yes,,Elodea canadensis,Canada waterweed,,0,1,1,1,0.1,0,J. Parker,,
2023,2023-LCS-NWA-140823-002A,East cell,Rake,Adjacent,0.49,2,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,30.8,40,J. Parker,,
2023,2023-LCS-NWA-140823-002A,East cell,Rake,Adjacent,0.49,2,0,Yes,Yes,,Lemna trisulca,Star duckweed,,0,1,1,1,0.2,0,J. Parker,,
2023,2023-LCS-NWA-140823-002A,East cell,Rake,Adjacent,0.49,2,0,Yes,Yes,,Myriophyllum spicatum,Eurasian water milfoil,,0,1,1,1,0.9,2,J. Parker,,
2023,2023-LCS-NWA-140823-002A,East cell,Rake,Adjacent,0.49,2,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,1,1,260.3,290,J. Parker,,
2023,2023-LCS-NWA-140823-002A,East cell,Rake,Adjacent,0.49,2,0,Yes,Yes,,Potamogeton pusillus,Slender pondweed,,0,1,1,1,0.1,0,J. Parker,,
2023,2023-LCS-NWA-140823-002A,East cell,Rake,Adjacent,0.49,2,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,1,1,3.7,4,J. Parker,,
2023,2023-LCS-NWA-140823-003A,East cell,Rake,Adjacent,1.292,2,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,62.3,60,J. Parker,12/19/2023,
