Project,Field Number,Date,Month,Year,Date fished,Waterbody Name,Start Latitude,Start Longitude,Bin Number,Species,Number Captured,Caught > Number captured
2023-LCS-NWA-,2023-LCS-NWA-090823-002A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.37138,-82.40026,1,Notemigonus crysoleucas,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-002A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.37138,-82.40026,1,Umbra limi,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-002A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.37138,-82.40026,1,Pomoxis nigromaculatus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-002A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.37138,-82.40026,1,Lepomis sp,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-003A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.36848,-82.40214,1,Lepomis gibbosus,4,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-003A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.36848,-82.40214,1,Pomoxis nigromaculatus,5,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-003A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.36848,-82.40214,1,Lepomis macrochirus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-003A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.36848,-82.40214,1,Lepomis sp,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-003A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.36848,-82.40214,1,Micropterus nigricans,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-003A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.36848,-82.40214,1,Amia ocellicauda,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-004A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.36789,-82.40285,1,Lepomis gibbosus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-004A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.36789,-82.40285,1,Pomoxis nigromaculatus,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-004A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.36789,-82.40285,1,Umbra limi,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-004A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.36789,-82.40285,1,Ameiurus melas,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-005A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.36626,-82.4038,1,Lepomis gibbosus,17,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-005A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.36626,-82.4038,1,Lepomis macrochirus,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-005A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.36626,-82.4038,1,Micropterus nigricans,4,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-005A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.36626,-82.4038,1,Umbra limi,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-005A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.36626,-82.4038,1,Amia ocellicauda,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-006A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.3645,-82.40466,1,Amia ocellicauda,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-006A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.3645,-82.40466,1,Lepomis macrochirus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-090823-006A,9-Aug-23,8,2023,10-Aug-23,St. Clair NWA - East Cell SCU,42.3645,-82.40466,1,Lepomis gibbosus,6,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-001A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.3778,-82.40118,1,Lepomis gibbosus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-001A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.3778,-82.40118,1,Lepomis sp,4,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-001A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.3778,-82.40118,1,Pomoxis nigromaculatus,5,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-001A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.3778,-82.40118,1,Lepomis macrochirus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-001A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.3778,-82.40118,1,Ameiurus melas,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-002A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37521,-82.39992,1,Lepomis macrochirus,34,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-002A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37521,-82.39992,1,Lepomis sp,104,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-002A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37521,-82.39992,1,Notemigonus crysoleucas,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-002A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37521,-82.39992,1,Micropterus nigricans,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-002A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37521,-82.39992,1,Pomoxis nigromaculatus,4,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-002A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37521,-82.39992,1,Lepomis gibbosus,4,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-003A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37379,-82.39931,1,Notemigonus crysoleucas,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-003A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37379,-82.39931,1,Lepomis sp,5,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-003A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37379,-82.39931,1,Lepomis gibbosus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-003A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37379,-82.39931,1,Micropterus nigricans,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-003A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37379,-82.39931,1,Lepomis macrochirus,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-003A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37379,-82.39931,1,Pomoxis nigromaculatus,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-003A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37379,-82.39931,1,Ameiurus melas,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-003A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37379,-82.39931,1,Amia ocellicauda,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-004A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37284,-82.39887,1,Pomoxis nigromaculatus,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-004A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37284,-82.39887,1,Micropterus nigricans,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-004A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37284,-82.39887,1,Lepomis macrochirus,5,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-004A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37284,-82.39887,1,Notemigonus crysoleucas,20,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-004A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37284,-82.39887,1,Lepomis gibbosus,9,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-004A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37284,-82.39887,1,Esox lucius,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-005A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.36972,-82.40112,1,Ameiurus melas,7,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-005A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.36972,-82.40112,1,Micropterus nigricans,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-005A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.36972,-82.40112,1,Lepomis gibbosus,4,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-005A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.36972,-82.40112,1,Amia ocellicauda,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-006A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37606,-82.39867,1,Carassius auratus X Cyprinus carpio,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-006A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37606,-82.39867,1,Lepomis macrochirus,12,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-006A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37606,-82.39867,1,Notemigonus crysoleucas,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-006A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37606,-82.39867,1,Lepomis gibbosus,12,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-006A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37606,-82.39867,1,Micropterus nigricans,7,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-006A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37606,-82.39867,1,Lepomis sp,17,FALSE
2023-LCS-NWA-,2023-LCS-NWA-100823-006A,10-Aug-23,8,2023,11-Aug-23,St. Clair NWA - East Cell SCU,42.37606,-82.39867,1,Carassius auratus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-001A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36402,-82.40488,1,Lepomis gibbosus,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-001A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36402,-82.40488,1,Ameiurus melas,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-001A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36402,-82.40488,1,Micropterus nigricans,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-001A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36402,-82.40488,1,Umbra limi,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-001A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36402,-82.40488,1,Amia ocellicauda,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-002A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36334,-82.40481,1,Notemigonus crysoleucas,27,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-002A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36334,-82.40481,1,Lepomis sp,4,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-002A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36334,-82.40481,1,Lepomis gibbosus,8,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-002A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36334,-82.40481,1,Umbra limi,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-002A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36334,-82.40481,1,Micropterus nigricans,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-002A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36334,-82.40481,1,Erimyzon sucetta,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-002A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36334,-82.40481,1,Amia ocellicauda,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-003A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36224,-82.4049,1,Pomoxis nigromaculatus,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-003A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36224,-82.4049,1,Lepomis macrochirus,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-003A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36224,-82.4049,1,Micropterus nigricans,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-003A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36224,-82.4049,1,Lepomis gibbosus,12,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-003A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36224,-82.4049,1,Lepomis sp,7,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-004A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36126,-82.40477,1,Lepomis sp,16,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-004A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36126,-82.40477,1,Lepomis gibbosus,18,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-004A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36126,-82.40477,1,Pomoxis nigromaculatus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-004A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36126,-82.40477,1,Amia ocellicauda,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-004A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36126,-82.40477,1,Erimyzon sucetta,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-005A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36026,-82.40524,1,Notemigonus crysoleucas,11,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-005A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36026,-82.40524,1,Lepomis gibbosus,7,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-005A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36026,-82.40524,1,Lepomis macrochirus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-005A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36026,-82.40524,1,Pomoxis nigromaculatus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-005A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36026,-82.40524,1,Micropterus nigricans,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-005A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36026,-82.40524,1,Amia ocellicauda,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-005A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36026,-82.40524,1,Carassius auratus X Cyprinus carpio,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-005A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36026,-82.40524,1,Ameiurus nebulosus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-005A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.36026,-82.40524,1,Lepomis sp,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-140823-006A,14-Aug-23,8,2023,15-Aug-23,St. Clair NWA - East Cell SCU,42.3626,-82.40299,1,Pomoxis nigromaculatus,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-001A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36613,-82.39956,1,Micropterus nigricans,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-001A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36613,-82.39956,1,Lepomis gibbosus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-001A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36613,-82.39956,1,Umbra limi,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-002A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36676,-82.39813,1,Amia ocellicauda,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-002A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36676,-82.39813,1,Lepomis gibbosus,9,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-002A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36676,-82.39813,1,Lepomis sp,12,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-002A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36676,-82.39813,1,Notemigonus crysoleucas,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-002A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36676,-82.39813,1,Pomoxis nigromaculatus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-003A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36727,-82.39663,1,Pomoxis nigromaculatus,5,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-003A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36727,-82.39663,1,Amia ocellicauda,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-003A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36727,-82.39663,1,Lepomis gibbosus,36,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-003A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36727,-82.39663,1,Lepomis sp,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-003A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36727,-82.39663,1,Notemigonus crysoleucas,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-003A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36727,-82.39663,1,Micropterus nigricans,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-003A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36727,-82.39663,1,Cyprinus carpio,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-005A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36876,-82.39487,1,Lepomis gibbosus,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-005A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36876,-82.39487,1,Notemigonus crysoleucas,2,FALSE
